Mã số,Tên,Cơ quan ban hành,Cơ quan thực hiện,Lĩnh vực,URL
1.115646,"Cho phép chuyển mục đích sử dụng đất đối với trường hợp thuộc diện chấp thuận chủ trương đầu tư, chấp thuận nhà đầu tư theo quy định của pháp luật về đầu tư",UBND Thành phố Hải Phòng,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5a8b-0389-779a-9043-8d919444d259
1.115645,"Cho phép chuyển mục đích sử dụng đất đối với trường hợp không thuộc diện chấp thuận chủ trương đầu tư, chấp thuận nhà đầu tư theo quy định của pháp luật về đầu tư",UBND Thành phố Hải Phòng,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5a84-36cf-73ce-9297-68b61fe2b04f
1.115644,"Đăng ký đất đai, tài sản gắn liền với đất, cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất lần đầu đối với tổ chức đang sử dụng đất, người gốc Việt Nam định cư ở nước ngoài",UBND Thành phố Hải Phòng,Văn phòng đăng ký đất đai; Sở Nông nghiệp và Môi trường; Ủy ban nhân dân cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5a74-1d72-75db-82f7-8d6a38158d9d
1.115643,Gia hạn sử dụng đất khi hết thời hạn sử dụng đất,UBND Thành phố Hải Phòng,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5a6e-1d6d-720d-baad-8c4f67888b9e
1.115642,"Đăng ký tài sản gắn liền với thửa đất đã được cấp Giấy chứng nhận hoặc đăng ký thay đổi về tài sản gắn liền với đất so với nội dung đã đăng ký, gia hạn thời hạn sở hữu nhà ở của tổ chức nước ngoài, cá nhân nước ngoài theo quy định của pháp luật về nhà ở nội dung đã đăng ký",UBND Thành phố Hải Phòng,Văn phòng đăng ký đất đai; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5a63-c4cf-7008-9c4f-a1eddfb65c1e
1.115641,"Chuyển hình thức giao đất, cho thuê đất",UBND Thành phố Hải Phòng,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5a62-97c9-7094-b96f-89d927aa658b
1.115640,"Điều chỉnh quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất do thay đổi căn cứ quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất",UBND Thành phố Hải Phòng,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5a5b-9d1b-7248-8a4c-38de9bf094e9
1.115639,"Đăng ký, cấp Giấy chứng nhận đối với trường hợp chuyển nhượng dự án đầu tư có sử dụng đất",UBND Thành phố Hải Phòng,Văn phòng đăng ký đất đai; Sở Nông nghiệp và Môi trường,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5a57-d876-71eb-8c43-c72a9d6aac72
1.115638,Điều chỉnh thời hạn sử dụng đất của dự án đầu tư,UBND Thành phố Hải Phòng,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5a55-4ece-7459-958f-23dce656aa13
1.115637,"Đăng ký, cấp Giấy chứng nhận đối với trường hợp hộ gia đình, cá nhân đang sử dụng đất không đúng mục đích đã được Nhà nước công nhận quyền sử dụng đất trước ngày 01 tháng 7 năm 2014",UBND Thành phố Hải Phòng,Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5a4c-e20e-73c0-b21e-08b825fceea6
1.115636,Đăng ký biến động chuyển mục đích sử dụng đất không phải xin phép cơ quan Nhà nước có thẩm quyền,UBND Thành phố Hải Phòng,Văn phòng đăng ký đất đai; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5a48-361b-77b3-a76e-1647d8967b87
1.115635,"Xóa ghi nợ tiền sử dụng đất, lệ phí trước bạ trên Giấy chứng nhận đã cấp",UBND Thành phố Hải Phòng,Văn phòng đăng ký đất đai; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5a42-03eb-75fb-ac3b-e0c4408e31af
1.115634,"Điều chỉnh quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất do sai sót về ranh giới, vị trí, diện tích, mục đích sử dụng giữa bản đồ quy hoạch, bản đồ địa chính, quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất và số liệu bàn giao đất trên thực địa",UBND Thành phố Hải Phòng,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f59ce-88c5-75eb-9bec-52d5d24b0ec1
1.115633,Sử dụng đất kết hợp đa mục đích; gia hạn phương án sử dụng đất kết hợp đa mục đích,UBND Thành phố Hải Phòng,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f59c5-d221-7782-b867-cf941c58e55f
1.115632,"Đăng ký biến động đối với trường hợp thay đổi quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất theo thỏa thuận của các thành viên hộ gia đình hoặc của vợ và chồng; quyền sử dụng đất xây dựng công trình trên mặt đất phục vụ cho việc vận hành, khai thác sử dụng công trình ngầm, quyền sở hữu công trình ngầm; bán tài sản, điều chuyển, chuyển nhượng quyền sử dụng đất là tài sản công theo quy định của pháp luật về quản lý, sử dụng tài sản công; nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất theo kết quả giải quyết tranh chấp, khiếu nại, tố cáo về đất đai hoặc bản án, quyết định của Tòa án, quyết định thi hành án của cơ quan thi hành án đã được thi hành; quyết định hoặc phán quyết của Trọng tài thương mại Việt Nam về giải quyết tranh chấp giữa các bên phát sinh từ hoạt động thương mại liên quan đến đất đai; nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất do xử lý tài sản thế chấp là quyền sử dụng đất, tài sản gắn liền với đất đã được đăng ký, bao gồm cả xử lý khoản nợ có nguồn gốc từ khoản nợ xấu của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài",UBND Thành phố Hải Phòng,Văn phòng đăng ký đất đai; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f59c2-7ecd-7609-a25b-4e44530ac98c
1.115631,"Đăng ký biến động thay đổi quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất do chia, tách, hợp nhất, sáp nhập tổ chức hoặc chuyển đổi mô hình tổ chức, chuyển đổi loại hình doanh nghiệp theo quy định của pháp luật về doanh nghiệp; điều chỉnh quy hoạch xây dựng chi tiết; cấp Giấy chứng nhận cho từng thửa đất theo quy hoạch xây dựng chi tiết cho chủ đầu tư dự án có nhu cầu",UBND Thành phố Hải Phòng,Văn phòng đăng ký đất đai,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f59b6-372b-74a5-bb4a-7ff0bdd10710
1.115630,"Đăng ký, cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất đối với trường hợp tặng cho quyền sử dụng đất cho Nhà nước hoặc cộng đồng dân cư hoặc mở rộng đường giao thông",UBND Thành phố Hải Phòng,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã; Ủy ban nhân dân cấp xã; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f59b6-0bfe-775a-b0ba-be4642ec3158
1.115629,"Đăng ký biến động đối với trường hợp đổi tên hoặc thay đổi thông tin về người sử dụng đất, chủ sở hữu tài sản gắn liền với đất hoặc thay đổi số hiệu hoặc địa chỉ của thửa đất; thay đổi hạn chế quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất hoặc có thay đổi quyền đối với thửa đất liền kề; giảm diện tích thửa đất do sạt lở tự nhiên",UBND Thành phố Hải Phòng,Văn phòng đăng ký đất đai; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f59ac-12ea-770e-bfa0-29e0766ccaab
1.115694,"Đăng ký, cấp Giấy chứng nhận đối với thửa đất có diện tích tăng thêm do thay đổi ranh giới so với Giấy chứng nhận đã cấp đối với trường hợp thửa đất gốc đã có Giấy chứng nhận, phần diện tích đất tăng thêm do nhận chuyển quyền sử dụng một phần thửa đất đã được cấp Giấy chứng nhận",UBND tỉnh Lào Cai,Văn phòng đăng ký đất đai; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f59aa-0977-70d0-a3ae-491d36c76d4b
1.115628,Đính chính Giấy chứng nhận đã cấp,UBND Thành phố Hải Phòng,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f59a2-3c99-757e-8041-0c2308ea3f31
1.115627,"Thu hồi Giấy chứng nhận đã cấp không đúng quy định của pháp luật đất đai do người sử dụng đất, chủ sở hữu tài sản gắn liền với đất phát hiện và cấp lại Giấy chứng nhận sau khi thu hồi.",UBND Thành phố Hải Phòng,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f599a-699c-7187-88d5-176817e158d5
1.115626,"Xác định lại diện tích đất ở của hộ gia đình, cá nhân trong trường hợp thửa đất ở có vườn, ao, đất thổ cư đã được cấp giấy chứng nhận trước ngày 01 tháng 7 năm 2004 khi người sử dụng đất có nhu cầu.",UBND Thành phố Hải Phòng,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f598e-56c1-754f-af9f-3e4c678c1e4e
1.115625,"Giải quyết đối với trường hợp cá nhân, hộ gia đình đã được cấp Giấy chứng nhận một phần diện tích vào loại đất ở trước ngày 01 tháng 7 năm 2004, phần diện tích còn lại của thửa đất chưa được cấp Giấy chứng nhận.",UBND Thành phố Hải Phòng,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5986-c629-71cb-80df-5d6a6274dca6
1.115624,"Đăng ký, cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất đối với toàn bộ diện tích đất đang sử dụng quy định tại điểm b và điểm c khoản 2 Điều 24 Nghị định số 101/2024/NĐ-CP",UBND Thành phố Hải Phòng,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5967-5bc5-72fb-99ee-84081a527ce0
1.115623,"Cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất đối với trường hợp hộ gia đình, cá nhân đã được cấp giấy chứng nhận đối với một phần diện tích của thửa đất, phần diện tích còn lại chưa đủ điều kiện cấp giấy chứng nhận theo quy định của pháp luật tại thời điểm cấp giấy chứng nhận trước đây mà nay đủ điều kiện cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất",UBND Thành phố Hải Phòng,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f594e-b14c-720c-95f5-ad5f4018e0d1
1.115622,"Cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất đối với trường hợp người sử dụng đất đã thực hiện chuyển đổi quyền sử dụng đất nông nghiệp theo phương án “dồn điền đổi thửa” được cơ quan có thẩm quyền phê duyệt trước ngày 01 tháng 8 năm 2024",UBND Thành phố Hải Phòng,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5941-24ea-71fb-bb6f-ad38338c698c
1.115621,Cấp lại Giấy chứng nhận do bị mất,UBND Thành phố Hải Phòng,Ủy ban nhân dân cấp xã; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5930-4e43-70c8-a9f4-ec8b791d78dc
1.115620,"Đăng ký đất đai, tài sản gắn liền với đất, cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất lần đầu đối với cá nhân, cộng đồng dân cư, hộ gia đình đang sử dụng đất",UBND Thành phố Hải Phòng,Ủy ban nhân dân cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f591f-1ab1-71fc-a829-d9f7424bc86d
1.115619,"Đăng ký biến động quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất trong các trường hợp chuyển đổi quyền sử dụng đất nông nghiệp mà không theo phương án dồn điền, đổi thửa; chuyển nhượng, thừa kế, tặng cho quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất, góp vốn bằng quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất; cho thuê, cho thuê lại quyền sử dụng đất trong dự án xây dựng kinh doanh kết cấu hạ tầng; bán hoặc tặng cho hoặc để thừa kế hoặc góp vốn bằng tài sản gắn liền với đất thuê của Nhà nước theo hình thức thuê đất trả tiền hàng năm",UBND Thành phố Hải Phòng,Văn phòng đăng ký đất đai; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5720-cdeb-72eb-a241-706ae3089c2f
1.115618,"Đăng ký, cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất cho người nhận chuyển nhượng quyền sử dụng đất, quyền sở hữu nhà ở, công trình xây dựng trong dự án bất động sản",UBND Thành phố Hải Phòng,Văn phòng đăng ký đất đai,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5716-eb4b-765c-83cd-9de4c0e71f55
1.115617,"Thủ tục đăng ký, cấp Giấy chứng nhận đối với trường hợp đã chuyển quyền sử dụng đất trước ngày 01 tháng 8 năm 2024 mà bên chuyển quyền đã được cấp Giấy chứng nhận nhưng chưa thực hiện thủ tục chuyển quyền theo quy định.",UBND Thành phố Hải Phòng,Văn phòng Đăng ký đất đai; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f570d-fbfb-75eb-b085-561e3ab84f84
1.115616,Đính chính Giấy chứng nhận đã cấp,UBND Thành phố Hải Phòng,Văn phòng đăng ký đất đai; Sở Nông nghiệp và Môi trường; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5706-6ea1-706f-9606-188f0c79bdff
